indroea;lugar;comentario;serv;suprest;suprcnc;hoja_id;alti;altimax;naa;naam;naai;num_cuenca;muni_id;xutm;yutm;xutm30;yutm30;long;lat;longwgs84;latwgs84;observ1;observ2;observ3;observ4;observ5;xetrs89;yetrs89;cod_saih
1204;CAMPIAZO DE BERANGA                ;;1;40;80;35;34;;9;9;0;1920;39031;453184;4807111;453184;4807111;-33442;432453;-33447;432449;POR FALTA DE FIABILIDAD EN CURVA DE GASTO, NO SE PUBLICA Q, SOLO H                                  ;;;;;453078;4806904;N045
1205;ENTRAMBASAGUAS                     ;;1;49;50;35;50;;9;9;0;1919;39028;444383;4803675;444383;4803675;-34112;432259;-34117;432255;POR FALTA DE FIABILIDAD EN CURVA DE GASTO, NO SE PUBLICA Q, SOLO H                                  ;;;;;444277;4803469;N044
1206;PUENTE AGÜERO                      ;;1;210;291;35;11;;6;6;0;1086;39028;441915;4806326;441915;4806326;-34302;432424;-34307;432420;POR FALTA DE FIABILIDAD EN CURVA DE GASTO, NO SE PUBLICA Q, SOLO H                                  ;;;;;441809;4806120;Q118
1207;CAVADA, LA                         ;;1;146;291;35;52;1707;51;51;0;1086;39064;442815;4800428;442815;4800428;-34220;432114;-34225;432110;FALTA FIABILIDAD EN CURVA DE GASTO, NO SE PUBLICAN Q PARA TODAS LAS H                               ;;;;;442709;4800222;A090
1208;LIERGANES                          ;;1;118;291;35;78;;3;3;0;1086;39037;440147;4799796;440147;4799796;-34418;432052;-34423;432048;;;;;;440041;4799590;A091
1215;PUENTE VIESGO                      ;;1;357;620;58;68;1497;48;48;21;1090;39056;421658;4794943;421658;4794943;-35757;431809;-35802;431805;POR FALTA DE FIABILIDAD EN CURVA DE GASTO, NO SE PUBLICA Q, SOLO H                                  ;;;;;421551;4794737;A088
1216;CARANDIA                           ;;1;562;620;58;37;;9;9;0;1092;39052;421478;4798505;421478;4798505;-35807;432004;-35812;432000;;;;;;421371;4798299;Q104
1217;PENILLA, LA                        ;;1;161;195;58;80;;8;8;0;1091;39074;429070;4796659;429069;4796659;-35229;431907;-35234;431903;POR FALTA DE FIABILIDAD EN CURVA DE GASTO, NO SE PUBLICA Q, SOLO H                                  ;;;;;428963;4796453;A705
1219;SAN LORENZO                        ;;1;248;620;58;178;;2;2;0;1090;39078;426472;4782427;426472;4782427;-35417;431125;-35422;431121;;;;;;426365;4782221;A086
1237;TORRELAVEGA                        ;;1;463;482;34;16;1396;26;26;0;1111;39087;413883;4800738;413883;4800738;-40345;432114;-40350;432110;;;;;;413776;4800532;N038
1240;SAJA EN TORRELAVEGA                ;;1;981;1006;34;12;;4;4;0;1112;39087;415161;4802166;415161;4802166;-40249;432200;-40254;432156;;;;;;415054;4801960;
1242;AZUD DE SNIACE                     ;;1;485;1006;34;22;;6;6;0;1098;39087;412908;4801420;412908;4801420;-40429;432135;-40434;432131;POR FALTA DE FIABILIDAD EN CURVA DE GASTO, NO SE PUBLICA Q, SOLO H                                  ;;;;;412801;4801214;E055
1244;ARENAS DE IGUÑA                    ;;1;307;482;58;158;;6;6;0;1109;39004;413973;4784420;413973;4784420;-40332;431225;-40337;431221;POR FALTA DE FIABILIDAD EN CURVA DE GASTO, NO SE PUBLICA Q, SOLO H                                  ;;;;;413866;4784214;Q119
1252;PUENTE PUMAR                       ;;1;80;424;82;;;5;5;0;1114;39053;385796;4774558;385796;4774558;-42413;430652;-42418;430648;;;;;;385689;4774352;A252
1262;ROIZ (LAS CUEVAS)                  ;;1;55;80;57;40;;9;9;0;1918;39091;390578;4798427;390578;4798427;-42059;431948;-42104;431944;POR FALTA DE FIABILIDAD EN CURVA DE GASTO, NO SE PUBLICA Q, SOLO H                                  ;;;;;390471;4798222;N078
1264;OJEDO                              ;;1;157;157;81;269;2011;27;27;11;1125;39022;369085;4780236;369085;4780236;-43637;430946;-43642;430942;;;;;;368978;4780031;A702
1265;OJEDO                              ;;1;290;1184;81;282;2538;27;27;11;1124;39022;369031;4780236;369031;4780236;-43640;430946;-43645;430942;FALTA FIABILIDAD EN CURVA DE GASTO, NO SE PUBLICAN Q PARA TODAS LAS H                               ;;;;;368924;4780031;A703
1266;URDON                              ;INT 1962                                                              ;0;40;41;56;150;2286;17;17;1;1127;39049;367678;4791963;367678;4791963;-43750;431605;-43755;431601;;;;;;367571;4791758;A704
1268;PUENTELLES                         ;;1;643;1184;56;56;2536;51;51;30;1128;33047;369784;4797493;369784;4797493;-43621;431906;-43626;431902;;;;;;369677;4797288;A078
1269;PANES                              ;;1;1147;1184;56;49;;6;6;0;1132;33047;371595;4798475;371595;4798475;-43501;431939;-43506;431935;POR FALTA DE FIABILIDAD EN CURVA DE GASTO, NO SE PUBLICA Q, SOLO H                                  ;;;;;371488;4798270;A617
1273;CAMARMEÑA                          ;INT 1962                                                              ;0;122;497;55;244;2648;17;17;0;1129;24116;345740;4786895;345740;4786895;-45357;431306;-45402;431302;;;;;;345632;4786690;A350
1274;PONCEBOS                           ;;1;270;496;56;239;2604;27;27;10;1129;33008;351530;4791426;351530;4791426;-44945;431537;-44950;431533;FALTA FIABILIDAD EN CURVA DE GASTO, NO SE PUBLICAN Q PARA TODAS LAS H                               ;;;;;351422;4791221;A600
1276;MIER                               ;;1;455;496;56;62;2648;52;52;25;1131;33046;363482;4797361;363482;4797361;-44100;431857;-44105;431853;FALTA FIABILIDAD EN CURVA DE GASTO, NO SE PUBLICAN Q PARA TODAS LAS H                               ;;;;;363375;4797156;A080
1281;NUEVA DE LLANES                    ;;1;11;14;31;56;;4;4;0;1914;33036;342993;4811250;342993;4811250;-45624;432613;-45629;432609;;;;;;342885;4811045;A619
1284;MOLININ, EL                        ;INT 2009                                                              ;0;28;34;31;214;869;23;23;0;1999;33036;343505;4806857;343505;4806857;-45557;432351;-45602;432347;;;;;;343397;4806652;A601
1285;RALES                              ;;1;99;83;31;35;1199;34;34;12;1921;33036;347115;4808260;347097;4808271;-45318;432439;-45323;432435;;;;;;346989;4808066;A074
1292;ARRIONDAS                          ;;1;1177;1246;31;40;;6;6;0;1144;33045;323333;4807150;323333;4807150;-51053;432344;-51058;432340;POR FALTA DE FIABILIDAD EN CURVA DE GASTO, NO SE PUBLICA Q, SOLO H                                  ;;;;;323225;4806945;Q101
1293;PERVIS                             ;;1;356;1246;55;156;;12;11;0;1138;33003;326974;4795371;326974;4795371;-50758;431726;-50803;431722;;;;;;326866;4795166;A614
1294;CANGAS DE ONIS                     ;;1;139;149;31;68;;10;10;0;1141;33012;327779;4802290;327779;4802290;-50730;432111;-50735;432107;FALTA FIABILIDAD EN CURVA DE GASTO, NO SE PUBLICAN Q PARA TODAS LAS H                               ;;;;;327671;4802085;N033
1295;CANGAS DE ONIS                     ;;1;486;1246;31;58;2596;89;89;2;1140;33012;327313;4802165;327313;4802165;-50751;432106;-50756;432102;FALTA FIABILIDAD EN CURVA DE GASTO, NO SE PUBLICAN Q PARA TODAS LAS H                               ;;;;;327205;4801960;A602
1296;SOBREFOZ                           ;;1;36;350;55;659;1700;27;27;14;1135;33050;323140;4782132;323140;4782132;-51033;431014;-51038;431010;;;;;;323032;4781927;A603
1297;RIBOTA                             ;;1;54;1246;80;520;;9;9;0;1134;24106;333038;4778669;333038;4778670;-50311;430830;-50316;430826;POR FALTA DE FIABILIDAD EN CURVA DE GASTO, NO SE PUBLICA Q, SOLO H                                  ;;;;;332930;4778464;A353
1298;SANTILLAN                          ;;1;164;350;55;140;;2;2;0;1137;33003;325641;4793903;325641;4793903;-50855;431637;-50900;431633;;;;;;325533;4793698;A611
1299;SANTIANES DE TORNIN                ;;1;463;1266;55;0;;2;2;0;1140;33045;327339;4798194;327339;4798194;-50745;431858;-50750;431854;;;;;;327230;4797989;
1302;OZANES                             ;;1;486;509;31;33;;46;46;17;1143;33045;323115;4804112;323106;4804091;-51059;432205;-51104;432201;FALTA FIABILIDAD EN CURVA DE GASTO, NO SE PUBLICAN Q PARA TODAS LAS H                               ;;;;;322998;4803886;A604
1303;VILLAMAYOR                         ;;1;379;509;30;96;1551;50;50;20;1143;33049;314614;4804618;314614;4804618;-51718;432215;-51722;432211;;;;;;314506;4804413;A073
1304;SALINAS                            ;;1;37;43;13;7;;4;3;0;1915;33016;261272;4828817;261272;4828817;-55723;433424;-55728;433420;;;;;;261163;4828613;N030
1305;VILLAVICIOSA                       ;;1;98;124;30;20;;9;9;0;1916;33076;302281;4816091;302281;4816091;-52640;432815;-52645;432811;FALTA FIABILIDAD EN CURVA DE GASTO, NO SE PUBLICAN Q PARA TODAS LAS H                               ;;;;;302172;4815887;A623
1335;CONDADO, EL                        ;;1;343;4866;54;366;2104;59;59;25;1150;33032;298035;4789767;298035;4789767;-52914;431358;-52919;431354;FALTA FIABILIDAD EN CURVA DE GASTO, NO SE PUBLICAN Q PARA TODAS LAS H                               ;;;;;297926;4789562;A605
1339;SAMA                               ;;1;548;4866;53;213;;9;9;0;1152;33031;282639;4797389;282639;4797389;-54046;431750;-54051;431746;;;;;;282530;4797184;A618
1342;POLA DE SIERO                      ;;1;77;382;29;216;;8;8;0;1171;33066;284179;4807632;284179;4807632;-53952;432323;-53957;432319;POR FALTA DE FIABILIDAD EN CURVA DE GASTO, NO SE PUBLICA Q, SOLO H                                  ;;;;;284070;4807427;A621
1343;SAN CUCAO                          ;;1;314;382;28;121;793;50;50;11;1173;33035;265898;4811514;265898;4811514;-55330;432509;-55335;432505;;;;;;265789;4811309;A064
1344;FRESNEDA, LA                       ;;1;71;85;29;172;;8;8;0;1172;33066;274044;4810154;274044;4810154;-54726;432434;-54731;432430;POR FALTA DE FIABILIDAD EN CURVA DE GASTO, NO SE PUBLICA Q, SOLO H                                  ;;;;;273935;4809949;A622
1346;GRADO                              ;INT 1986                                                              ;0;2637;4866;28;54;2417;50;60;1;1174;33026;739786;4810014;253916;4810241;-60220;432414;-60225;432510;;;;;;253807;4810036;
1353;CORIAS                             ;;1;531;1850;50;352;2007;95;106;16;1183;33011;699538;4785395;211993;4788569;-63240;431139;-63245;431135;FALTA FIABILIDAD EN CURVA DE GASTO, NO SE PUBLICAN Q PARA TODAS LAS H                               ;;;;;211883;4788364;A606
1354;PUENTE DE LA BARCA                 ;;1;1211;1850;51;146;;4;3;0;1189;33005;718990;4800444;232483;4802189;-61757;431927;-61802;431923;;;;;;232373;4801984;A626
1358;PTE. SAN MARTIN                    ;;1;403;405;27;93;2194;94;94;17;1192;33005;726751;4803016;240410;4804197;-61209;432042;-61214;432038;FALTA FIABILIDAD EN CURVA DE GASTO, NO SE PUBLICAN Q PARA TODAS LAS H                               ;;;;;240300;4803992;A068
1359;REQUEJO                            ;;1;1705;1850;28;71;1932;54;54;27;1193;33059;730868;4806050;244735;4806928;-60902;432216;-60907;432212;FALTA FIABILIDAD EN CURVA DE GASTO, NO SE PUBLICAN Q PARA TODAS LAS H                               ;;;;;244625;4806723;A615
1360;QUINZANAS                          ;;1;1851;1850;28;22;;6;6;0;1193;33051;733667;4816772;248300;4817423;-60641;432760;-60646;432756;POR FALTA DE FIABILIDAD EN CURVA DE GASTO, NO SE PUBLICA Q, SOLO H                                  ;;;;;248190;4817218;
1363;VEGA DEL REY                       ;;1;232;923;78;352;2386;38;38;16;1155;33033;270986;4778210;270986;4778210;-54854;430716;-54859;430712;FALTA FIABILIDAD EN CURVA DE GASTO, NO SE PUBLICAN Q PARA TODAS LAS H                               ;;;;;270877;4778005;A058
1365;MOREDA                             ;INT 2013                                                              ;0;265;375;78;334;2115;42;42;15;1158;33002;278116;4783215;278116;4783215;-54346;431006;-54351;431002;;;;;;278007;4783010;A060
1367;ARGAME                             ;;1;897;923;52;133;;6;6;0;1165;33038;266498;4798311;266498;4798311;-55243;431802;-55248;431758;FALTA FIABILIDAD EN CURVA DE GASTO, NO SE PUBLICAN Q PARA TODAS LAS H                               ;;;;;266389;4798106;A061
1368;GRULLOS                            ;;1;2884;4866;28;34;;6;6;0;1176;33010;738201;4813173;252562;4813506;-60325;432558;-60330;432554;FALTA FIABILIDAD EN CURVA DE GASTO, NO SE PUBLICAN Q PARA TODAS LAS H                               ;;;;;252453;4813301;Q102
1369;PARTEAYER                          ;INT 2014                                                              ;0;893;923;52;158;;58;63;1;1165;33038;266766;4796485;266773;4796507;-55228;431704;-55233;431700;DATOS MODIFICADOS 2007-08 (ANUARIO 13-14)                                                           ;;;;;266664;4796303;A607
1375;TRUBIA                             ;;1;479;484;28;94;;8;8;0;1169;33044;258266;4803093;258266;4803093;-55855;432028;-55901;432024;POR FALTA DE FIABILIDAD EN CURVA DE GASTO, NO SE PUBLICA Q, SOLO H                                  ;;;;;258157;4802888;A620
1376;TRUBIA (DESEMBOCADURA)             ;;1;484;484;29;;;6;6;0;1169;33044;259508;4804074;259508;4804074;-55802;432101;-55807;432057;POR FALTA DE FIABILIDAD EN CURVA DE GASTO, NO SE PUBLICA Q, SOLO H                                  ;;;;;259399;4803869;A624
1378;GRADO                              ;;1;210;214;28;56;1454;53;53;16;1175;33026;737726;4808327;251740;4808706;-60354;432322;-60359;432318;FALTA FIABILIDAD EN CURVA DE GASTO, NO SE PUBLICAN Q PARA TODAS LAS H                               ;;;;;251631;4808501;A608
1395;TREVIAS                            ;;1;411;467;12;35;1291;51;51;30;1200;33034;707379;4819933;222300;4822470;-62606;433010;-62611;433006;;;;;;222190;4822266;A609
1398;LUARCA                             ;;1;82;89;11;15;1003;49;48;16;1202;33034;699312;4822832;214460;4825945;-63201;433152;-63206;433148;FALTA FIABILIDAD EN CURVA DE GASTO, NO SE PUBLICAN Q PARA TODAS LAS H                               ;;;;;214350;4825741;A053
1402;VALLO                              ;;1;80;121;99;478;1900;27;27;12;1207;27034;664602;4751179;174673;4756913;-65903;425341;-65908;425337;;;;;;174563;4756707;A050
1404;SAN ANTOLIN                        ;;1;294;389;74;262;1987;50;48;8;1217;33028;673142;4769386;184500;4774480;-65226;430324;-65231;430320;FALTA FIABILIDAD EN CURVA DE GASTO, NO SE PUBLICAN Q PARA TODAS LAS H                               ;;;;;184390;4774274;A610
1406;SALIME (E.)                        ;INT 1969                                                              ;0;1766;2572;50;191;1987;12;12;0;1222;33001;674898;4789518;187695;4794451;-65046;431415;-65051;431411;;;;;;187585;4794246;A611
1408;DOIRAS (E.)                        ;INT 1969                                                              ;0;2289;2572;26;94;1987;24;24;1;1232;33007;676309;4806171;190301;4810974;-64924;432313;-64929;432309;A PARTIR DE 1969 LOS DATOS DE CAUDAL SON LAS SALIDAS DEL EMBALSE                                    ;;;;;190190;4810769;A612
1414;SUEIRO                             ;;1;123;144;10;32;;44;43;25;1236;33023;671718;4821912;186852;4827017;-65230;433147;-65235;433143;FALTA FIABILIDAD EN CURVA DE GASTO, NO SE PUBLICAN Q PARA TODAS LAS H                               ;;;;;186741;4826812;A613
1424;RIBEIRA DE PIQUIN                  ;;1;346;819;48;241;1111;14;14;2;1240;27053;646476;4782543;158818;4789527;-71152;431050;-71157;431046;;;;;;158707;4789322;A047
1425;PONTENOVA                          ;INT 2009                                                              ;0;572;819;24;23;1111;41;41;3;1240;27048;646651;4801223;160334;4808168;-71126;432056;-71132;432051;;;;;;160223;4807963;A500
1426;PONTENOVA, LA                      ;;1;662;819;24;76;1111;11;11;0;1244;27048;646864;4802149;160614;4809077;-71121;432121;-71121;432121;FALTA FIABILIDAD EN CURVA DE GASTO, NO SE PUBLICAN Q PARA TODAS LAS H                               ;;;;;160503;4808872;N020
1427;SAN TIRSO DE ABRES                 ;;1;712;819;25;21;1111;98;108;30;1244;33063;650387;4808608;164597;4815273;-70833;432452;-70838;432448;;;;;;164486;4815068;A048
1429;MAZO DE MEREDO                     ;;1;51;85;25;108;;9;9;0;1917;33074;662419;4811622;176827;4817416;-65935;432621;-65940;432617;POR FALTA DE FIABILIDAD EN CURVA DE GASTO, NO SE PUBLICA Q, SOLO H                                  ;;;;;176716;4817211;A616
1912;PLUVIOGRAFO (CACES)                ;INT 1916                                                              ;0;1619;4866;52;109;;2;2;0;1166;33057;264526;4799746;264526;4799746;-55413;431847;-55418;431843;;;;;;264417;4799541;
1916;PEÑAMELLERA                        ;INT 1921                                                              ;0;460;496;56;54;;2;2;0;1131;33046;363969;4798351;363969;4798351;-44040;431930;-44045;431926;;;;;;363862;4798146;
1917;CABEZON DE LA SAL                  ;INT 1946                                                              ;0;392;1006;57;128;;2;2;0;1098;39012;399800;4793226;399800;4793226;-41406;431704;-41411;431660;;;;;;399693;4793020;
1937;CALDAS DE BESAYA                   ;INT 1993. HASTA EL AÑO HIDROLÓGICO 1992-93 EL INDICATIVO ERA 1237     ;0;420;482;58;58;1396;24;24;0;1111;39025;412951;4793109;412951;4793109;-40422;431706;-40427;431702;;;;;;413070;4793180;
