date,storage,outflow,type
1996-02-07,34.228,50.4,1
1996-02-08,33.984,50.4,1
1996-02-09,33.088,50.4,1
1996-02-10,31.892,46.32,1
1996-02-11,32.137,23.78,1
1996-02-12,32.273,20.8,1
1996-02-13,32.327,20.8,1
1996-02-14,32.463,21.99,1
1996-02-15,32.246,27.5,1
1996-02-16,31.621,28.56,1
1996-02-17,31.729,15.6,1
1996-02-18,32.191,10.38,1
1996-02-19,32.409,13.0,1
1996-02-20,32.246,17.73,1
1996-02-21,31.947,18.16,1
1996-02-22,32.137,10.77,1
1996-02-23,32.137,12.65,1
1996-02-24,32.137,13.0,1
1996-02-25,32.11,13.0,1
1996-02-26,32.028,13.0,1
1996-02-27,32.11,10.76,1
1996-02-28,32.164,10.38,1
1996-02-29,32.191,10.38,1
1996-03-01,32.164,10.38,1
1996-03-02,32.055,10.38,1
1996-03-03,32.137,7.78,1
1996-03-04,32.197,7.78,1
1996-03-05,32.192,7.78,1
1996-03-06,32.137,7.78,1
1996-03-07,32.055,7.78,1
1996-03-08,32.246,3.68,1
1996-03-09,32.463,3.1,1
1996-03-10,32.653,3.1,1
1996-03-11,32.843,3.1,1
1996-03-12,33.251,0.74,1
1996-03-13,33.604,1.16,1
1996-03-14,33.957,1.16,1
1996-03-15,34.391,1.16,1
1996-03-16,34.799,1.16,1
1996-03-17,35.152,1.16,1
1996-03-18,35.478,1.16,1
1996-03-19,35.804,1.16,1
1996-03-20,36.048,1.16,1
1996-03-21,36.243,1.16,1
1996-03-22,36.537,1.16,1
1996-03-23,36.809,1.16,1
1996-03-24,37.162,1.16,1
1996-03-25,37.852,1.16,1
1996-03-26,38.99,1.18,1
1996-03-27,39.975,1.19,1
1996-03-28,40.899,1.2,1
1996-03-29,41.76,1.2,1
1996-03-30,42.684,1.2,1
1996-03-31,43.822,1.2,1
1996-04-01,44.869,1.21,1
1996-04-02,45.617,11.71,1
1996-04-03,45.478,23.77,1
1996-04-04,44.838,24.0,1
1996-04-05,44.469,19.2,1
1996-04-06,44.407,13.71,1
1996-04-07,44.345,13.71,1
1996-04-08,44.284,13.71,1
1996-04-09,44.13,13.71,1
1996-04-10,44.253,8.8,1
1996-04-11,44.622,4.51,1
1996-04-12,45.061,2.3,1
1996-04-13,45.721,0.8,1
1996-04-14,46.415,0.5,1
1996-04-15,47.006,0.5,1
1996-04-16,47.631,0.5,1
1996-04-17,48.186,0.5,1
1996-04-18,48.742,0.5,1
1996-04-19,49.263,0.5,1
1996-04-20,49.784,0.5,1
1996-04-21,50.166,0.5,1
1996-04-22,50.652,0.5,1
1996-04-23,51.416,0.5,1
1996-04-24,52.041,0.5,1
1996-04-25,52.318,3.24,1
1996-04-26,52.631,2.39,1
1996-04-27,52.943,1.5,1
1996-04-28,53.256,1.24,1
1996-04-29,53.568,1.24,1
1996-04-30,53.896,1.24,1
1996-05-01,54.23,1.23,1
1996-05-02,54.565,1.23,1
1996-05-03,54.788,1.23,1
1996-05-04,55.159,0.67,1
1996-05-05,55.494,0.49,1
1996-05-06,55.76,1.64,1
1996-05-07,56.143,3.56,1
1996-05-08,56.143,10.5,1
1996-05-09,55.837,16.2,1
1996-05-10,55.914,11.5,1
1996-05-11,56.105,11.65,1
1996-05-12,56.526,26.63,1
1996-05-13,55.99,28.45,1
1996-05-14,55.837,18.69,1
1996-05-15,55.76,16.35,1
1996-05-16,55.607,15.46,1
1996-05-17,55.646,12.16,1
1996-05-18,55.99,13.11,1
1996-05-19,56.296,23.56,1
1996-05-20,55.569,31.84,1
1996-05-21,56.105,10.37,1
1996-05-22,56.105,18.69,1
1996-05-23,55.837,16.91,1
1996-05-24,55.76,14.52,1
1996-05-25,55.76,12.31,1
1996-05-26,55.76,10.91,1
1996-05-27,55.569,10.32,1
1996-05-28,55.799,4.95,1
1996-05-29,55.952,5.28,1
1996-05-30,55.998,6.02,1
1996-05-31,55.998,5.92,1
1996-06-01,56.028,6.29,1
1996-06-02,56.028,6.29,1
1996-06-03,55.952,6.04,1
1996-06-04,55.952,4.92,1
1996-06-05,55.913,4.8,1
1996-06-06,55.875,4.56,1
1996-06-07,55.799,4.2,1
1996-06-08,55.76,3.3,1
1996-06-09,55.76,2.32,1
1996-06-10,55.76,2.32,1
1996-06-11,55.76,2.32,1
1996-06-12,55.722,2.22,1
1996-06-13,55.684,2.0,1
1996-06-14,55.646,1.8,1
1996-06-15,55.607,1.61,1
1996-06-16,55.569,1.42,1
1996-06-17,55.569,1.32,1
1996-06-18,55.569,1.32,1
1996-06-19,55.531,1.23,1
1996-06-20,55.271,4.75,1
1996-06-21,54.862,5.24,1
1996-06-22,54.49,5.14,1
1996-06-23,54.118,5.13,1
1996-06-24,53.784,5.13,1
1996-06-25,53.395,5.13,1
1996-06-26,53.047,5.12,1
1996-06-27,52.666,5.11,1
1996-06-28,52.318,5.1,1
1996-06-29,51.936,5.09,1
1996-06-30,51.554,5.09,1
1996-07-01,51.485,0.98,1
1996-07-02,51.45,0.98,1
1996-07-03,51.416,0.98,1
1996-07-04,51.38,0.98,1
1996-07-05,51.346,0.98,1
1996-07-06,51.138,3.05,1
1996-07-07,50.895,5.13,1
1996-07-08,50.547,5.1,1
1996-07-09,50.27,5.1,1
1996-07-10,49.888,5.1,1
1996-07-11,49.506,5.1,1
1996-07-12,49.124,5.1,1
1996-07-13,48.672,5.05,1
1996-07-14,48.221,5.05,1
1996-07-15,47.804,5.05,1
1996-07-16,47.388,5.0,1
1996-07-17,46.971,5.0,1
1996-07-18,46.52,5.0,1
1996-07-19,46.103,5.0,1
1996-07-20,45.617,5.62,1
1996-07-21,45.165,5.52,1
1996-07-22,44.746,5.0,1
1996-07-23,44.345,4.94,1
1996-07-24,43.884,5.49,1
1996-07-25,43.422,5.49,1
1996-07-26,42.899,6.2,1
1996-07-27,42.253,7.2,1
1996-07-28,41.546,7.85,1
1996-07-29,40.837,8.49,1
1996-07-30,39.944,10.35,1
1996-07-31,39.021,10.83,1
1996-08-01,38.098,10.83,1
1996-08-02,37.189,10.83,1
1996-08-03,36.32,10.27,1
1996-08-04,35.451,10.27,1
1996-08-05,34.609,10.0,1
1996-08-06,33.766,9.94,1
1996-08-07,32.925,9.94,1
1996-08-08,32.028,10.38,1
1996-08-09,31.186,9.8,1
1996-08-10,30.27,10.6,1
1996-08-11,29.44,9.6,1
1996-08-12,28.61,9.6,1
1996-08-13,27.851,8.78,1
1996-08-14,27.068,9.06,1
1996-08-15,26.215,9.87,1
1996-08-16,25.361,9.88,1
1996-08-17,24.477,10.23,1
1996-08-18,23.708,8.9,1
1996-08-19,22.959,8.66,1
1996-08-20,22.17,9.13,1
1996-08-21,21.381,9.13,1
1996-08-22,20.592,9.13,1
1996-08-23,19.802,9.14,1
1996-08-24,19.06,8.58,1
1996-08-25,18.362,8.08,1
1996-08-26,17.648,8.26,1
1996-08-27,17.563,8.26,1
1996-08-28,16.661,11.36,1
1996-08-29,15.607,12.2,1
1996-08-30,14.71,10.38,1
1996-08-31,13.735,11.28,1
1996-09-01,12.76,11.28,1
1996-09-02,11.775,11.4,1
1996-09-03,10.956,9.47,1
1996-09-04,10.096,9.96,1
1996-09-05,9.161,10.82,1
1996-09-06,8.284,10.05,1
1996-09-07,7.42,9.3,1
1996-09-08,6.738,8.69,1
1996-09-09,6.724,0.16,1
1996-09-10,6.704,0.24,1
1996-09-11,6.67,0.39,1
1996-09-12,6.663,0.35,1
1996-09-13,6.629,0.39,1
1996-09-14,6.608,0.24,1
1996-09-15,6.588,0.24,1
1996-09-16,6.568,0.24,1
1996-09-17,6.547,0.24,1
1996-09-18,6.527,0.24,1
1996-09-19,6.506,0.24,1
1996-09-20,6.479,0.31,1
1996-09-21,6.445,0.4,1
1996-09-22,6.411,0.4,1
1996-09-23,6.384,0.31,1
1996-09-24,6.356,0.31,1
1996-09-25,6.329,0.31,1
1996-09-26,6.302,0.31,1
1996-09-27,6.275,0.31,1
1996-09-28,6.247,0.31,1
1996-09-29,6.22,0.31,1
1996-09-30,6.193,0.31,1
1996-10-01,6.15,0.59,1
1996-10-02,6.1,0.75,1
1996-10-03,6.06,0.59,1
1996-10-04,6.01,0.67,1
1996-10-05,5.98,0.43,1
1996-10-06,5.95,0.43,1
1996-10-07,5.93,0.43,1
1996-10-08,5.9,0.43,1
1996-10-09,5.87,0.43,1
1996-10-10,5.85,0.43,1
1996-10-11,5.82,0.43,1
1996-10-12,5.79,0.43,1
1996-10-13,5.76,0.43,1
1996-10-14,5.74,0.43,1
1996-10-15,5.7,0.51,1
1996-10-16,5.68,0.43,1
1996-10-17,5.64,0.51,1
1996-10-18,5.61,0.43,1
1996-10-19,5.59,0.36,1
1996-10-20,5.57,0.43,1
1996-10-21,5.54,0.43,1
1996-10-22,5.51,0.44,1
1996-10-23,5.48,0.44,1
1996-10-24,5.46,0.44,1
1996-10-25,5.43,0.44,1
1996-10-26,5.4,0.44,1
1996-10-27,5.38,0.44,1
1996-10-28,5.35,0.44,1
1996-10-29,5.32,0.44,1
1996-10-30,5.29,0.44,1
1996-10-31,5.26,0.44,1
1996-11-01,5.24,0.44,1
1996-11-02,5.21,0.44,1
1996-11-03,5.18,0.44,1
1996-11-04,5.15,0.44,1
1996-11-05,5.12,0.44,1
1996-11-06,5.1,0.44,1
1996-11-07,5.06,0.44,1
1996-11-08,5.03,0.44,1
1996-11-09,4.99,0.44,1
1996-11-10,4.96,0.44,1
1996-11-11,4.93,0.44,1
1996-11-12,4.92,0.44,1
1996-11-13,4.9,0.44,1
1996-11-14,4.87,0.44,1
1996-11-15,4.85,0.44,1
1996-11-16,4.84,0.5,1
1996-11-17,4.82,0.5,1
1996-11-18,4.8,0.5,1
1996-11-19,4.78,0.5,1
1996-11-20,4.75,0.5,1
1996-11-21,4.72,0.5,1
1996-11-22,4.7,0.5,1
1996-11-23,4.69,0.5,1
1996-11-24,4.68,0.5,1
1996-11-25,4.67,0.5,1
1996-11-26,4.66,0.5,1
1996-11-27,4.65,0.5,1
1996-11-28,4.64,0.5,1
1996-11-29,4.63,0.5,1
1996-11-30,4.64,0.5,1
1996-12-01,4.64,0.5,1
1996-12-02,4.62,0.5,1
1996-12-03,4.62,0.5,1
1996-12-04,4.62,0.5,1
1996-12-05,4.65,0.5,1
1996-12-06,4.65,0.5,1
1996-12-07,4.66,0.5,1
1996-12-08,4.67,0.5,1
1996-12-09,4.68,0.5,1
1996-12-10,4.7,0.5,1
1996-12-11,4.71,0.5,1
1996-12-12,4.74,0.5,1
1996-12-13,4.98,0.5,1
1996-12-14,5.38,0.5,1
1996-12-15,5.31,0.5,1
1996-12-16,6.06,2.0,1
1996-12-17,6.23,6.0,1
1996-12-18,6.36,6.0,1
1996-12-19,6.48,6.0,1
1996-12-20,6.69,6.0,1
1996-12-21,6.98,6.05,1
1996-12-22,6.85,26.44,1
1996-12-23,7.35,47.22,1
1996-12-24,6.33,56.66,1
1996-12-25,6.33,56.66,1
1996-12-26,6.42,45.32,1
1996-12-27,6.86,15.11,1
1996-12-28,8.05,3.14,1
1996-12-29,8.97,3.16,1
1996-12-30,9.82,3.22,1
1996-12-31,10.61,3.26,1
1997-01-01,11.3,3.3,1
1997-01-02,12.02,3.33,1
1997-01-03,12.63,3.36,1
1997-01-04,13.26,3.38,1
1997-01-05,13.84,3.4,1
1997-01-06,14.34,3.42,1
1997-01-07,14.77,3.44,1
1997-01-08,14.94,2.0,1
1997-01-09,15.5,2.0,1
1997-01-10,16.96,0.87,1
1997-01-11,18.17,0.87,1
1997-01-12,19.34,0.87,1
1997-01-13,20.47,0.87,1
1997-01-14,21.44,0.87,1
1997-01-15,22.25,0.87,1
1997-01-16,23.02,0.87,1
1997-01-17,23.87,0.87,1
1997-01-18,25.4,0.87,1
1997-01-19,26.78,0.87,1
1997-01-20,27.73,0.87,1
1997-01-21,29.32,0.95,1
1997-01-22,30.83,0.95,1
1997-01-23,31.94,0.96,1
1997-01-24,33.79,0.96,1
1997-01-25,34.88,7.81,1
1997-01-26,35.31,9.74,1
1997-01-27,35.66,9.74,1
1997-01-28,35.91,9.74,1
1997-01-29,36.07,9.74,1
1997-01-30,36.15,9.74,1
1997-01-31,36.23,9.74,1
1997-02-01,36.23,9.74,1
1997-02-02,36.26,9.74,1
1997-02-03,36.26,9.74,1
1997-02-04,36.37,13.31,1
1997-02-05,36.07,14.5,1
1997-02-06,35.53,14.5,1
1997-02-07,35.04,14.7,1
1997-02-08,34.44,14.5,1
1997-02-09,33.82,14.5,1
1997-02-10,33.19,14.5,1
1997-02-11,32.54,14.5,1
1997-02-12,31.72,13.03,1
1997-02-13,31.45,6.73,1
1997-02-14,31.4,6.71,1
1997-02-15,30.99,10.23,1
1997-02-16,30.19,15.46,1
1997-02-17,29.98,7.67,1
1997-02-18,30.27,5.7,1
1997-02-19,30.46,5.7,1
1997-02-20,30.61,5.7,1
1997-02-21,30.69,5.7,1
1997-02-22,30.64,5.7,1
1997-02-23,30.69,5.7,1
1997-02-24,30.69,5.7,1
1997-02-25,30.91,0.47,1
1997-02-26,31.15,0.47,1
1997-02-27,31.56,0.47,1
1997-02-28,31.86,0.47,1
1997-03-01,32.13,0.47,1
1997-03-02,32.38,0.47,1
1997-03-03,32.65,0.47,1
1997-03-04,32.59,0.47,1
1997-03-05,32.59,0.47,1
1997-03-06,32.54,0.47,1
1997-03-07,32.76,0.47,1
1997-03-08,32.95,0.47,1
1997-03-09,33.14,0.47,1
1997-03-10,33.3,0.47,1
1997-03-11,33.44,0.47,1
1997-03-12,33.57,0.47,1
1997-03-13,33.68,0.47,1
1997-03-14,33.82,0.47,1
1997-03-15,33.98,0.47,1
1997-03-16,34.14,0.47,1
1997-03-17,34.2,0.47,1
1997-03-18,34.28,0.47,1
1997-03-19,34.36,0.47,1
1997-03-20,34.44,0.47,1
1997-03-21,34.52,0.47,1
1997-03-22,34.58,0.47,1
1997-03-23,34.63,0.47,1
1997-03-24,34.69,0.47,1
1997-03-25,34.74,0.47,1
1997-03-26,34.79,0.47,1
1997-03-27,34.85,0.47,1
1997-03-28,34.9,0.47,1
1997-03-29,34.93,0.47,1
1997-03-30,34.96,0.47,1
1997-03-31,35.01,0.47,1
1997-04-01,35.07,0.47,1
1997-04-02,35.09,0.47,1
1997-04-03,35.09,0.47,1
1997-04-04,35.09,0.47,1
1997-04-05,35.09,0.47,1
1997-04-06,35.07,0.47,1
1997-04-07,35.07,0.47,1
1997-04-08,35.07,0.47,1
1997-04-09,35.07,0.47,1
1997-04-10,35.07,0.47,1
1997-04-11,35.09,0.47,1
1997-04-12,35.09,0.47,1
1997-04-13,35.09,0.47,1
1997-04-14,35.09,0.47,1
1997-04-15,35.09,0.47,1
1997-04-16,35.09,0.47,1
1997-04-17,35.09,0.47,1
1997-04-18,35.09,0.47,1
1997-04-19,35.09,0.47,1
1997-04-20,35.12,0.47,1
1997-04-21,35.12,0.47,1
1997-04-22,35.2,0.47,1
1997-04-23,35.34,0.47,1
1997-04-24,35.36,0.47,1
1997-04-25,35.39,0.47,1
1997-04-26,35.45,0.47,1
1997-04-27,35.47,0.47,1
1997-04-28,35.47,0.47,1
1997-04-29,35.53,0.47,1
1997-04-30,35.53,0.47,1
1997-05-01,35.5,0.97,1
1997-05-02,35.5,0.97,1
1997-05-03,35.47,0.97,1
1997-05-04,35.45,0.97,1
1997-05-05,35.42,0.97,1
1997-05-06,35.42,0.97,1
1997-05-07,35.42,0.97,1
1997-05-08,35.42,0.97,1
1997-05-09,35.34,0.97,1
1997-05-10,35.28,0.97,1
1997-05-11,35.23,0.97,1
1997-05-12,35.15,0.97,1
1997-05-13,35.07,0.97,1
1997-05-14,35.04,0.97,1
1997-05-15,35.04,0.97,1
1997-05-16,34.98,0.97,1
1997-05-17,34.98,0.97,1
1997-05-18,34.96,0.97,1
1997-05-19,34.93,0.97,1
1997-05-20,34.88,0.97,1
1997-05-21,34.82,0.97,1
1997-05-22,34.77,0.97,1
1997-05-23,34.77,0.97,1
1997-05-24,34.74,0.97,1
1997-05-25,34.74,0.97,1
1997-05-26,34.77,0.97,1
1997-05-27,34.77,0.97,1
1997-05-28,34.74,0.97,1
1997-05-29,34.69,0.97,1
1997-05-30,34.71,0.97,1
1997-05-31,34.71,0.97,1
1997-06-01,34.66,0.97,1
1997-06-02,34.63,0.97,1
1997-06-03,34.6,0.97,1
1997-06-04,34.6,0.97,1
1997-06-05,34.77,0.97,1
1997-06-06,34.82,0.97,1
1997-06-07,34.88,0.97,1
1997-06-08,34.9,0.97,1
1997-06-09,34.96,0.97,1
1997-06-10,35.01,0.97,1
1997-06-11,35.07,0.97,1
1997-06-12,35.12,0.97,1
1997-06-13,35.09,0.97,1
1997-06-14,35.01,0.97,1
1997-06-15,34.98,0.97,1
1997-06-16,34.96,0.97,1
1997-06-17,34.88,0.97,1
1997-06-18,34.85,0.97,1
1997-06-19,34.82,0.97,1
1997-06-20,34.77,0.97,1
1997-06-21,34.71,0.97,1
1997-06-22,34.63,0.97,1
1997-06-23,34.6,0.97,1
1997-06-24,34.58,0.97,1
1997-06-25,34.55,0.97,1
1997-06-26,34.52,0.97,1
1997-06-27,34.47,0.97,1
1997-06-28,34.39,0.97,1
1997-06-29,34.31,0.97,1
1997-06-30,34.28,0.97,1
1997-07-01,34.22,0.97,1
1997-07-02,34.17,0.97,1
1997-07-03,34.17,0.97,1
1997-07-04,34.12,0.97,1
1997-07-05,34.09,0.97,1
1997-07-06,34.03,0.97,1
1997-07-07,34.01,0.97,1
1997-07-08,33.95,0.97,1
1997-07-09,33.9,0.97,1
1997-07-10,33.87,0.97,1
1997-07-11,33.84,0.97,1
1997-07-12,33.84,0.97,1
1997-07-13,33.82,0.97,1
1997-07-14,33.79,0.97,1
1997-07-15,33.71,0.97,1
1997-07-16,33.65,0.97,1
1997-07-17,33.63,0.97,1
1997-07-18,33.57,0.97,1
1997-07-19,33.52,0.97,1
1997-07-20,33.49,0.97,1
1997-07-21,33.46,0.97,1
1997-07-22,33.41,0.97,1
1997-07-23,33.33,0.97,1
1997-07-24,33.33,0.97,1
1997-07-25,33.27,0.97,1
1997-07-26,33.19,0.97,1
1997-07-27,33.11,0.97,1
1997-07-28,33.06,0.97,1
1997-07-29,33.0,0.97,1
1997-07-30,32.95,0.97,1
1997-07-31,32.81,1.95,1
1997-08-01,32.54,3.35,1
1997-08-02,32.27,3.35,1
1997-08-03,32.0,3.35,1
1997-08-04,31.75,3.35,1
1997-08-05,31.48,3.35,1
1997-08-06,31.21,3.35,1
1997-08-07,30.88,3.9,1
1997-08-08,30.56,3.9,1
1997-08-09,30.22,3.9,1
1997-08-10,29.89,3.9,1
1997-08-11,29.55,3.9,1
1997-08-12,29.2,4.1,1
1997-08-13,28.84,4.1,1
1997-08-14,28.49,4.1,1
1997-08-15,28.13,4.1,1
1997-08-16,27.78,4.1,1
1997-08-17,27.42,4.1,1
1997-08-18,27.06,4.1,1
1997-08-19,26.71,4.1,1
1997-08-20,26.35,4.1,1
1997-08-21,26.0,4.1,1
1997-08-22,25.64,4.1,1
1997-08-23,25.26,4.1,1
1997-08-24,24.88,4.1,1
1997-08-25,24.51,4.1,1
1997-08-26,24.23,3.97,1
1997-08-27,23.91,3.97,1
1997-08-28,23.58,3.97,1
1997-08-29,23.26,3.97,1
1997-08-30,22.95,3.97,1
1997-08-31,22.63,3.97,1
1997-09-01,22.29,4.0,1
1997-09-02,21.94,3.97,1
1997-09-03,21.62,3.98,1
1997-09-04,21.28,3.98,1
1997-09-05,20.93,3.97,1
1997-09-06,20.59,3.97,1
1997-09-07,20.24,3.97,1
1997-09-08,19.9,3.97,1
1997-09-09,19.56,3.97,1
1997-09-10,19.23,3.8,1
1997-09-11,18.9,3.75,1
1997-09-12,18.58,3.75,1
1997-09-13,18.27,3.73,1
1997-09-14,17.95,3.73,1
1997-09-15,17.63,3.73,1
1997-09-16,17.29,3.94,1
1997-09-17,16.93,4.13,1
1997-09-18,16.52,4.73,1
1997-09-19,16.0,6.1,1
1997-09-20,15.48,5.91,1
1997-09-21,15.0,5.6,1
1997-09-22,14.54,5.32,1
1997-09-23,13.88,7.57,1
1997-09-24,13.09,9.19,1
1997-09-25,12.3,9.17,1
1997-09-26,11.62,7.8,1
1997-09-27,11.11,7.6,1
1997-09-28,10.53,6.77,1
1997-09-29,10.0,6.27,1
1997-09-30,9.55,5.03,1
1997-10-01,9.2,4.06,1
1997-10-02,8.86,3.99,1
1997-10-03,8.47,4.44,1
1997-10-04,8.07,4.65,1
1997-10-05,7.67,4.65,1
1997-10-06,7.27,4.65,1
1997-10-07,6.85,4.79,1
1997-10-08,6.51,4.02,1
1997-10-09,6.19,3.62,1
1997-10-10,5.94,2.91,1
1997-10-11,5.78,2.2,1
1997-10-12,5.61,2.19,1
1997-10-13,5.45,2.19,1
1997-10-14,5.32,1.9,1
1997-10-15,5.24,1.9,1
1997-10-16,5.07,1.9,1
1997-10-17,4.91,1.93,1
1997-10-18,4.81,1.93,1
1997-10-19,4.69,1.93,1
1997-10-20,4.49,1.93,1
1997-10-21,4.31,2.08,1
1997-10-22,4.2,2.08,1
1997-10-23,4.03,2.0,1
1997-10-24,3.78,2.84,1
1997-10-25,3.49,3.41,1
1997-10-26,3.24,2.85,1
1997-10-27,2.94,3.47,1
1997-10-28,2.68,3.04,1
1997-10-29,2.6,0.92,1
1997-10-30,2.52,0.92,1
1997-10-31,2.44,0.92,1
1997-11-01,2.358,0.95,1
1997-11-02,2.264,1.09,1
1997-11-03,2.195,1.01,1
1997-11-04,2.143,1.01,1
1997-11-05,2.091,1.01,1
1997-11-06,2.628,1.01,1
1997-11-07,10.0,4.28,1
1997-11-08,12.481,5.88,1
1997-11-09,13.875,5.97,1
1997-11-10,14.807,5.97,1
1997-11-11,15.641,6.06,1
1997-11-12,17.138,5.0,1
1997-11-13,18.362,5.1,1
1997-11-14,22.797,5.3,1
1997-11-15,25.361,5.51,1
1997-11-16,26.665,5.6,1
1997-11-17,27.709,5.6,1
1997-11-18,28.539,5.69,1
1997-11-19,29.559,5.69,1
1997-11-20,30.389,5.69,1
1997-11-21,31.023,5.12,1
1997-11-22,31.892,9.61,1
1997-11-23,33.251,13.4,1
1997-11-24,33.278,20.74,1
1997-11-25,33.386,10.0,1
1997-11-26,34.989,15.46,1
1997-11-27,36.428,15.46,1
1997-11-28,37.298,15.74,1
1997-11-29,37.575,15.74,1
1997-11-30,37.79,15.74,1
1997-12-01,38.067,15.74,1
1997-12-02,38.036,15.74,1
1997-12-03,38.006,15.74,1
1997-12-04,37.944,15.74,1
1997-12-05,37.82,15.74,1
1997-12-06,37.605,15.74,1
1997-12-07,37.39,15.74,1
1997-12-08,37.026,15.74,1
1997-12-09,36.754,15.74,1
1997-12-10,36.428,15.74,1
1997-12-11,36.021,15.56,1
1997-12-12,35.614,15.56,1
1997-12-13,35.478,15.56,1
1997-12-14,35.233,15.56,1
1997-12-15,34.853,15.56,1
1997-12-16,34.337,15.56,1
1997-12-17,34.038,15.56,1
1997-12-18,35.94,15.56,1
1997-12-19,39.514,15.74,1
1997-12-20,40.591,15.93,1
1997-12-21,41.299,15.93,1
1997-12-22,41.852,15.93,1
1997-12-23,43.976,16.2,1
1997-12-24,45.929,16.6,1
1997-12-25,46.381,16.64,1
1997-12-26,46.696,16.64,1
1997-12-27,47.18,16.69,1
1997-12-28,47.6,16.71,1
1997-12-29,47.527,16.71,1
1997-12-30,47.422,19.25,1
1997-12-31,46.658,24.14,1
1998-01-01,46.381,25.02,1
1998-01-02,45.72,25.02,1
1998-01-03,44.622,24.4,1
1998-01-04,44.13,17.49,1
1998-01-05,43.668,16.46,1
1998-01-06,43.638,12.35,1
1998-01-07,43.514,12.35,1
1998-01-08,43.576,11.04,1
1998-01-09,43.453,10.98,1
1998-01-10,43.176,10.98,1
1998-01-11,43.268,8.33,1
1998-01-12,43.361,8.23,1
1998-01-13,44.315,8.53,1
1998-01-14,45.964,15.43,1
1998-01-15,46.138,16.46,1
1998-01-16,45.86,16.46,1
1998-01-17,45.513,16.46,1
1998-01-18,45.096,16.46,1
1998-01-19,44.622,16.46,1
1998-01-20,44.038,16.46,1
1998-01-21,43.576,16.46,1
1998-01-22,42.991,16.46,1
1998-01-23,42.314,16.46,1
1998-01-24,41.606,16.31,1
1998-01-25,40.96,16.31,1
1998-01-26,40.221,16.24,1
1998-01-27,39.606,16.25,1
1998-01-28,38.898,16.02,1
1998-01-29,40.375,16.25,1
1998-01-30,41.914,16.25,1
1998-01-31,42.068,16.25,1
1998-02-01,42.068,16.25,1
1998-02-02,41.945,16.25,1
1998-02-03,42.684,16.46,1
1998-02-04,43.514,16.46,1
1998-02-05,44.13,16.46,1
1998-02-06,44.13,16.46,1
1998-02-07,44.038,16.46,1
1998-02-08,43.82,16.46,1
1998-02-09,43.484,16.46,1
1998-02-10,43.422,16.46,1
1998-02-11,43.145,16.46,1
1998-02-12,42.745,16.46,1
1998-02-13,42.16,16.25,1
1998-02-14,41.571,16.25,1
1998-02-15,41.052,16.25,1
1998-02-16,40.591,16.25,1
1998-02-17,39.791,16.25,1
1998-02-18,39.237,15.9,1
1998-02-19,38.375,15.9,1
1998-02-20,37.636,16.02,1
1998-02-21,37.243,10.73,1
1998-02-22,37.08,9.34,1
1998-02-23,36.999,9.34,1
1998-02-24,37.026,5.72,1
1998-02-25,37.216,5.0,1
1998-02-26,37.328,5.0,1
1998-02-27,37.452,5.0,1
1998-02-28,37.575,4.5,1
1998-03-01,37.698,4.0,1
