indroea,lugar,comentario,serv,suprest,suprcnc,hoja_id,alti,altimax,naa,naam,naai,num_cuenca,muni_id,xutm,yutm,xutm30,yutm30,long,lat,longwgs84,latwgs84,observ1,xetrs89,yetrs89,cod_saih
8030,"TERDE, EL",,1,665,4028,614,845.000,2024.000,75,75,57,8176,44210,689692,4448508,689692,4448508,-4621,400953,-4626,400949,,689582,4448299,2E01
8032,CUENCA,,1,984,21579,610,916.000,1839.000,99,109,60,8040,16078,573200,4436420,573200,4436420,-20830,400427,-20834,400423,,573091,4436212,4A01
8087,BELMONTEJO,,1,187,208,662,830.000,1062.000,81,91,30,8045,16034,556175,4408006,556175,4408006,-22037,394910,-22042,394906,,556065,4407798,4R04
8090,PAJARONCILLO,,1,829,4754,636,940.000,1839.000,72,72,57,8077,16147,610230,4422140,610230,4422140,-14235,395630,-14240,395625,,610121,4421931,5A01
8091,CASTELLAR,,1,1793,21579,634,817.000,1839.000,55,55,37,8044,16191,561000,4411800,561000,4411800,-21713,395112,-21718,395108,,560890,4411592,4A02
8092,CAMPORROBLES,,1,720,744,664,670.000,1597.000,84,94,30,8088,16126,623420,4392418,623420,4392418,-13340,394019,-13329,394001,,623310,4392210,4R01
8097,MONTEMAYOR,,1,90,119,815,1010.000,1468.000,70,70,54,8056,2022,567535,4286768,567535,4286768,-21323,384335,-21328,384331,,567425,4286560,7A04
8137,TIRIEZ,,1,217,628,789,810.000,,52,52,34,8999,2043,564838,4305716,564838,4305716,-21508,385350,-21514,385346,,564728,4305508,7P16
8138,BALAZOTE,,1,792,2821,790,742.000,1522.000,52,52,34,8057,2012,576498,4306504,576498,4306504,-20704,385412,-20709,385408,,576388,4306296,7P03
1607,CELA (MARGEN DERECHA),,1,999,17026,72,382.000,,47,47,20,1382,27039,613609,4777438,125624,4786785,-73611,430825,-73616,430821,DATOS MODIFICADOS 2002-03 (ANUARIO 13-14)                                                           ,125513,4786579,A004D
1608,CELA (MARGEN IZQUIERDA),,1,999,17026,72,382.000,,47,47,20,1382,27007,613944,4777395,125956,4786718,-73556,430824,-73602,430820,,125845,4786512,A004I
1619,BEGONTE,,1,843,887,72,395.000,905.000,51,51,26,1387,27007,606634,4778362,118722,4788209,-74119,430859,-74124,430855,DATOS DE 2008-09 PROVISIONALES PENDIENTES DE REVISION. DATOS MODIFICADOS 1999-00 (ANUARIO 13-14)    ,118611,4788003,A008
1645,PUENTEAREAS,2013-14 NO EXISTE RELACION DIRECTA Y UNIVOCA ENTRE VARIABLES H-Q      ,1,286,411,224,20.000,1156.000,51,51,0,1498,36042,540490,4670199,44912,4684800,-83035,421056,-83040,421051,DATOS DE 2008-09 PENDIENTES DE REVISION. DATOS MODIFICADOS 1973-74 Y 1981-82 (ANUARIO 13-14)        ,44800,4684593,A043
1724,QUILOS,,1,482,1200,158,505.000,1990.000,48,48,24,1425,24209,686048,4724211,194164,4728464,-64350,423850,-64355,423846,,194054,4728258,A024
1765,RIVAS ALTAS,,1,353,734,156,305.000,1186.000,95,101,31,1465,27031,625038,4712750,132427,4721349,-72837,423323,-72842,423318,"PROVISIONALES 2008-09. DATOS MODIFICADOS 43-45,47-49,50-51,54-56,57-59,60-61(ANUARIO13-14)          ",132316,4721143,A033
7001,FUENSANTA (DESEMBALSE),OBTENCION DE DATOS DIARIOS SEGUN DIA HIDROLOGICO (8 A 8)              ,1,1218,14936,866,530.000,2058.000,98,107,16,7018,2086,569173,4249782,569160,4250280,-21228,382334,-21233,382330,LOS DATOS DE 2013-14 SON PROVISIONALES PENDIENTES DE REVISION                                       ,569049,4250073,04A03A1
7004,AZARAQUE,OBTENCION DE DATOS DIARIOS SEGUN DIA HIDROLOGICO (8 A 8)              ,1,1116,2395,868,350.000,1797.000,55,62,10,7031,2037,617351,4251942,617090,4251905,-13922,382426,-13926,382422,                                                                                                    ,616980,4251698,03A04A1
7057,"GALLEGO, EL",OBTENCION DE DATOS DIARIOS SEGUN DIA HIDROLOGICO (8 A 8)              ,1,2185,14936,867,450.000,2081.000,53,53,16,7024,2030,586298,4251842,586298,4251842,-20042,382436,-20046,382432,                                                                                                    ,586187,4251635,04A04A1
3001,PERALEJOS DE LAS TRUCHAS,,1,410,71364,539,1143.000,1920.000,76,76,44,3003,19216,590482,4494462,590482,4494462,-15551,403543,-15555,403539,,590373,4494253,
3002,"PAULAR, EL",,1,42,983,483,1270.000,2430.000,55,54,37,3071,28120,425430,4522276,425430,4522276,-35305,405051,-35309,405047,,425321,4522069,
3005,TRILLO,,1,3253,71364,512,720.000,1920.000,79,88,53,3023,19291,535097,4505319,535097,4505319,-23505,404150,-23509,404146,DATOS MODIFICADOS DE 04/1999 Y 10/1999 RESPECTO A PUBLICADOS (ANUARIO 2012-13)                      ,534988,4505111,
3051,ALGETE,,1,2448,11597,534,585.000,2430.000,79,88,33,3080,28009,452170,4493275,452170,4493275,-33355,403517,-33300,403513,DATOS MODIFICADOS DE 12/1913 RESPECTO A PUBLICADOS (ANUARIO 2012-13)                                ,452061,4493067,
3161,ARENAS DE SAN PEDRO,,1,730,4507,601,367.000,2188.000,53,53,31,3268,45130,325878,4446776,325878,4446776,-50239,400909,-50244,400905,,325768,4446569,
3163,PIEDRAS ALBAS,,1,887,1294,648,172.000,,49,48,25,3378,10008,672712,4409381,159104,4415026,-65856,394858,-65901,394854,,158996,4414820,
3182,GARCIBUEY,,1,426,5385,527,520.000,1433.000,52,52,25,3330,37298,250434,4487864,250434,4487864,-55642,403012,-55647,403006,DATOS MODIFICADOS DE 08/1979 Y 03/1986 RESPECTO A PUBLICADOS (ANUARIO 2012-13)                      ,250325,4487657,
3185,SANTIBAÑEZ EL BAJO,,1,47,157,574,426.000,1010.000,49,49,28,3351,10167,728307,4455664,217730,4457490,-61901,401311,-61906,401306,DATOS MODIFICADOS DE 08/1987 RESPECTO A PUBLICADOS (ANUARIO 2012-13)                                ,217621,4457284,
3200,SOTOSERRANO,,1,239,239,552,405.000,2425.000,53,53,32,3335,37313,753424,4479366,244400,4479440,-60046,402532,-60051,402528,,244291,4479233,
3217,HORCAJO DE MONTEMAYOR,,1,177,211,552,717.000,1524.000,50,50,24,3331,37161,254621,4479296,254621,4479296,-55333,402539,-55338,402534,,254512,4479089,
3218,MIRANDA DEL CASTAÑAR,,1,101,125,552,509.000,1723.000,49,49,20,3333,37193,753837,4486128,245271,4486158,-60019,402911,-60024,402907,,245162,4485951,
3220,SANTA MARTA DE MAGASCA,,1,457,1030,679,270.000,998.000,50,50,19,3313,10037,748101,4376532,232173,4377190,-60653,393007,-60658,393003,,232064,4376984,
3221,BOHONAL DE IBOR,,1,266,279,652,319.000,1601.000,49,48,24,3258,10030,284303,4405651,284303,4405651,-53106,394622,-53111,394618,,284194,4405445,
3222,PERALEDA DE SAN ROMAN,,1,184,200,653,330.000,1429.000,48,48,30,3256,10141,292843,4404203,292843,4404203,-52506,394543,-52511,394538,,292733,4403997,
3224,GARGÜERA,,1,97,196,598,380.000,1358.000,48,48,29,3293,10081,251264,4433055,251264,4433055,-55451,400037,-55456,400033,DATOS MODIFICADOS DE 04/1981 RESPECTO A PUBLICADOS (ANUARIO 2012-13)                                ,251155,4432849,
3226,CANDELEDA,,1,62,73,600,420.000,2437.000,48,48,28,3279,5047,308818,4447624,308818,4447624,-51441,400924,-51446,400919,                                                                                                    ,308709,4447417,
3231,NAVALUENGA,,1,698,4104,556,753.000,2198.000,47,47,20,3208,5163,355485,4474600,355485,4474600,-44211,402432,-44216,402427,,355375,4474393,
3234,JARAIZ DE LA VERA,,1,224,265,599,260.000,,47,47,20,3291,10104,268465,4432150,268465,4432150,-54245,400026,-54250,400021,                                                                                                    ,268356,4431944,
3235,NUÑOMORAL,,1,109,140,551,411.000,,47,47,22,3339,10135,738671,4474341,229338,4475427,-61118,402305,-61123,402301,,229229,4475220,
3236,"LADRILLAR, EL",,1,73,108,552,430.000,,47,47,16,3337,10108,742441,4478905,233410,4479726,-60832,402529,-60837,402525,DATOS MODIFICADOS DE 08/2009 Y 05/2011 RESPECTO A PUBLICADOS (ANUARIO 2012-13)                      ,233301,4479519,
3240,BEJAR,,1,100,239,553,803.000,,41,41,23,3335,37046,263366,4474624,263366,4474624,-54716,402317,-54721,402312,,263257,4474417,
3244,CAMPILLO DE DELEITOSA,,1,120,204,652,305.000,,44,44,23,3260,10042,278620,4400508,278620,4400508,-53458,394330,-53503,394326,,278511,4400302,
3245,HERNAN-PEREZ,,1,52,100,574,386.000,,45,45,25,3362,10093,717815,4455029,207215,4457566,-62625,401300,-62630,401256,,207106,4457360,
3260,VILLANUEVA DE LA VERA,,1,54,64,600,355.000,,42,42,20,3283,10212,295565,4446010,295565,4446010,-52359,400820,-52404,400816,                                                                                                    ,295456,4445804,
